Identyfikator problemu,Opis,Stan,Ważność,Punkty scenariusza,Ścieżka projektu,Rodzaj lokalizacji,ŚCIEŻKA,Wiersz,Kolumna,Identyfikator zdarzenia,Link pomocy,Nazwa zestawu,Wersja zestawu,Klucz publiczny zestawu,Fragment kodu
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,161,12,T:System.Windows.Forms.DockStyle,,,,,this.measurementView.Dock = System.Windows.Forms.DockStyle.Fill;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,161,12,F:System.Windows.Forms.DockStyle.Fill,,,,,this.measurementView.Dock = System.Windows.Forms.DockStyle.Fill;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,161,12,T:System.Windows.Forms.DockStyle,,,,,this.measurementView.Dock = System.Windows.Forms.DockStyle.Fill;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,161,12,P:System.Windows.Forms.Control.Dock,,,,,this.measurementView.Dock = System.Windows.Forms.DockStyle.Fill;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,156,12,T:System.Windows.Forms.SplitContainer,,,,,this.splitContainer2.TabIndex = 0;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,156,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.splitContainer2.TabIndex = 0;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,155,12,T:System.Windows.Forms.SplitContainer,,,,,this.splitContainer2.SplitterDistance = 268;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,155,12,P:System.Windows.Forms.SplitContainer.SplitterDistance,,,,,this.splitContainer2.SplitterDistance = 268;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,154,12,T:System.Windows.Forms.SplitContainer,,,,,"this.splitContainer2.Size = new System.Drawing.Size(877, 563);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,154,12,P:System.Windows.Forms.Control.Size,,,,,"this.splitContainer2.Size = new System.Drawing.Size(877, 563);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,153,12,T:System.Windows.Forms.SplitContainer,,,,,this.splitContainer2.Panel2.Controls.Add(this.commandHandlerControl1);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,153,12,T:System.Windows.Forms.SplitterPanel,,,,,this.splitContainer2.Panel2.Controls.Add(this.commandHandlerControl1);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,153,12,P:System.Windows.Forms.SplitContainer.Panel2,,,,,this.splitContainer2.Panel2.Controls.Add(this.commandHandlerControl1);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,153,12,T:System.Windows.Forms.Control.ControlCollection,,,,,this.splitContainer2.Panel2.Controls.Add(this.commandHandlerControl1);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,153,12,P:System.Windows.Forms.Control.Controls,,,,,this.splitContainer2.Panel2.Controls.Add(this.commandHandlerControl1);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,153,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,this.splitContainer2.Panel2.Controls.Add(this.commandHandlerControl1);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,152,12,T:System.Windows.Forms.GroupBox,,,,,this.splitContainer2.Panel2.Controls.Add(this.groupBox1);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,152,12,T:System.Windows.Forms.SplitContainer,,,,,this.splitContainer2.Panel2.Controls.Add(this.groupBox1);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,152,12,T:System.Windows.Forms.SplitterPanel,,,,,this.splitContainer2.Panel2.Controls.Add(this.groupBox1);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,152,12,P:System.Windows.Forms.SplitContainer.Panel2,,,,,this.splitContainer2.Panel2.Controls.Add(this.groupBox1);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,152,12,T:System.Windows.Forms.Control.ControlCollection,,,,,this.splitContainer2.Panel2.Controls.Add(this.groupBox1);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,152,12,P:System.Windows.Forms.Control.Controls,,,,,this.splitContainer2.Panel2.Controls.Add(this.groupBox1);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,152,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,this.splitContainer2.Panel2.Controls.Add(this.groupBox1);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,148,12,T:System.Windows.Forms.SplitContainer,,,,,this.splitContainer2.Panel1.Controls.Add(this.measurementView);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,148,12,T:System.Windows.Forms.SplitterPanel,,,,,this.splitContainer2.Panel1.Controls.Add(this.measurementView);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,148,12,P:System.Windows.Forms.SplitContainer.Panel1,,,,,this.splitContainer2.Panel1.Controls.Add(this.measurementView);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,148,12,T:System.Windows.Forms.Control.ControlCollection,,,,,this.splitContainer2.Panel1.Controls.Add(this.measurementView);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,148,12,P:System.Windows.Forms.Control.Controls,,,,,this.splitContainer2.Panel1.Controls.Add(this.measurementView);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,148,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,this.splitContainer2.Panel1.Controls.Add(this.measurementView);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,144,12,T:System.Windows.Forms.Orientation,,,,,this.splitContainer2.Orientation = System.Windows.Forms.Orientation.Horizontal;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,144,12,T:System.Windows.Forms.Orientation,,,,,this.splitContainer2.Orientation = System.Windows.Forms.Orientation.Horizontal;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,144,12,F:System.Windows.Forms.Orientation.Horizontal,,,,,this.splitContainer2.Orientation = System.Windows.Forms.Orientation.Horizontal;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,144,12,T:System.Windows.Forms.SplitContainer,,,,,this.splitContainer2.Orientation = System.Windows.Forms.Orientation.Horizontal;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,144,12,T:System.Windows.Forms.Orientation,,,,,this.splitContainer2.Orientation = System.Windows.Forms.Orientation.Horizontal;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,144,12,P:System.Windows.Forms.SplitContainer.Orientation,,,,,this.splitContainer2.Orientation = System.Windows.Forms.Orientation.Horizontal;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,143,12,T:System.Windows.Forms.SplitContainer,,,,,"this.splitContainer2.Name = ""splitContainer2"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,143,12,P:System.Windows.Forms.Control.Name,,,,,"this.splitContainer2.Name = ""splitContainer2"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,142,12,T:System.Windows.Forms.SplitContainer,,,,,"this.splitContainer2.Location = new System.Drawing.Point(0, 0);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,142,12,P:System.Windows.Forms.Control.Location,,,,,"this.splitContainer2.Location = new System.Drawing.Point(0, 0);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,141,12,T:System.Windows.Forms.DockStyle,,,,,this.splitContainer2.Dock = System.Windows.Forms.DockStyle.Fill;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,141,12,T:System.Windows.Forms.DockStyle,,,,,this.splitContainer2.Dock = System.Windows.Forms.DockStyle.Fill;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,141,12,F:System.Windows.Forms.DockStyle.Fill,,,,,this.splitContainer2.Dock = System.Windows.Forms.DockStyle.Fill;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,141,12,T:System.Windows.Forms.SplitContainer,,,,,this.splitContainer2.Dock = System.Windows.Forms.DockStyle.Fill;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,141,12,T:System.Windows.Forms.DockStyle,,,,,this.splitContainer2.Dock = System.Windows.Forms.DockStyle.Fill;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,141,12,P:System.Windows.Forms.SplitContainer.Dock,,,,,this.splitContainer2.Dock = System.Windows.Forms.DockStyle.Fill;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,137,12,T:System.Windows.Forms.ComboBox,,,,,this.comboBoxTypes.SelectedIndexChanged += new System.EventHandler(this.comboBoxTypes_SelectedIndexChanged);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,137,12,E:System.Windows.Forms.ComboBox.SelectedIndexChanged,,,,,this.comboBoxTypes.SelectedIndexChanged += new System.EventHandler(this.comboBoxTypes_SelectedIndexChanged);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,136,12,T:System.Windows.Forms.ComboBox,,,,,this.comboBoxTypes.TabIndex = 0;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,136,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.comboBoxTypes.TabIndex = 0;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,135,12,T:System.Windows.Forms.ComboBox,,,,,"this.comboBoxTypes.Size = new System.Drawing.Size(247, 21);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,135,12,P:System.Windows.Forms.Control.Size,,,,,"this.comboBoxTypes.Size = new System.Drawing.Size(247, 21);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,134,12,T:System.Windows.Forms.ComboBox,,,,,"this.comboBoxTypes.Name = ""comboBoxTypes"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,134,12,P:System.Windows.Forms.Control.Name,,,,,"this.comboBoxTypes.Name = ""comboBoxTypes"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,133,12,T:System.Windows.Forms.ComboBox,,,,,"this.comboBoxTypes.Location = new System.Drawing.Point(5, 5);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,133,12,P:System.Windows.Forms.Control.Location,,,,,"this.comboBoxTypes.Location = new System.Drawing.Point(5, 5);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,132,12,T:System.Windows.Forms.ComboBox,,,,,this.comboBoxTypes.FormattingEnabled = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\OutstationForm.Designer.cs,132,12,P:System.Windows.Forms.ListControl.FormattingEnabled,,,,,this.comboBoxTypes.FormattingEnabled = true;
